arrest,beat,block,community_area,description,district,domestic,fbi_code,iucr,location_description,location_type,primary_type,ward,year
,,107XX S TROY ST,,,,,,,,,,,
,,107XX S TRUMBULL AVE,,,,,,,,,,,
,,107XX S UNION AVE,,,,,,,,,,,
,,107XX S VERNON AVE,,,,,,,,,,,
,,107XX S VINCENNES AVE,,,,,,,,,,,
,,107XX S WABASH AVE,,,,,,,,,,,
,,107XX S WALLACE ST,,,,,,,,,,,
,,107XX S WENTWORTH AVE,,,,,,,,,,,
,,107XX S WESTERN AVE,,,,,,,,,,,
,,107XX S WHIPPLE ST,,,,,,,,,,,
,,107XX S WOOD ST,,,,,,,,,,,
,,107XX S YATES AVE,,,,,,,,,,,
,,107XX W IRVING PARK RD,,,,,,,,,,,
,,107XX W SEYMOUR AVE,,,,,,,,,,,
,,108XX S ALBANY AVE,,,,,,,,,,,
,,108XX S ARTESIAN AVE,,,,,,,,,,,
,,108XX S AVENUE B,,,,,,,,,,,
,,108XX S AVENUE C,,,,,,,,,,,
,,108XX S AVENUE D,,,,,,,,,,,
,,108XX S AVENUE E,,,,,,,,,,,
,,108XX S AVENUE F,,,,,,,,,,,
,,108XX S AVENUE G,,,,,,,,,,,
,,108XX S AVENUE H,,,,,,,,,,,
,,108XX S AVENUE N,,,,,,,,,,,
,,108XX S AVENUE O,,,,,,,,,,,
,,108XX S AVERS AVE,,,,,,,,,,,
,,108XX S BENSLEY AVE,,,,,,,,,,,
,,108XX S BEVERLY AVE,,,,,,,,,,,
,,108XX S BUFFALO AVE,,,,,,,,,,,
,,108XX S CALHOUN AVE,,,,,,,,,,,
,,108XX S CALUMET AVE,,,,,,,,,,,
,,108XX S CAMPBELL AVE,,,,,,,,,,,
,,108XX S CENTRAL PARK AVE,,,,,,,,,,,
,,108XX S CHRISTIANA AVE,,,,,,,,,,,
,,108XX S CHURCH ST,,,,,,,,,,,
,,108XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,108XX S DOTY AVE E,,,,,,,,,,,
,,108XX S DOTY AVE W,,,,,,,,,,,
,,108XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,108XX S EBERHART AVE,,,,,,,,,,,
,,108XX S EDBROOKE AVE,,,,,,,,,,,
,,108XX S EGGLESTON AVE,,,,,,,,,,,
,,108XX S EMERALD AVE,,,,,,,,,,,
,,108XX S EWING AVE,,,,,,,,,,,
,,108XX S FAIRFIELD AVE,,,,,,,,,,,
,,108XX S FOREST AVE,,,,,,,,,,,
,,108XX S GREEN BAY AVE,,,,,,,,,,,
,,108XX S GREEN ST,,,,,,,,,,,
,,108XX S HALE AVE,,,,,,,,,,,
,,108XX S HALSTED ST,,,,,,,,,,,
,,108XX S HOMAN AVE,,,,,,,,,,,
,,108XX S HOXIE AVE,,,,,,,,,,,
,,108XX S HOYNE AVE,,,,,,,,,,,
,,108XX S INDIANA AVE,,,,,,,,,,,
,,108XX S KEDZIE AVE,,,,,,,,,,,
,,108XX S LANGLEY AVE,,,,,,,,,,,
,,108XX S LAWNDALE AVE,,,,,,,,,,,
,,108XX S LOWE AVE,,,,,,,,,,,
,,108XX S MACKINAW AVE,,,,,,,,,,,
,,108XX S MAPLEWOOD AVE,,,,,,,,,,,
,,108XX S MICHIGAN AVE,,,,,,,,,,,
,,108XX S NORMAL AVE,,,,,,,,,,,
,,108XX S PARNELL AVE,,,,,,,,,,,
,,108XX S PEORIA ST,,,,,,,,,,,
,,108XX S PERRY AVE,,,,,,,,,,,
,,108XX S PRAIRIE AVE,,,,,,,,,,,
,,108XX S PRINCETON AVE,,,,,,,,,,,
,,108XX S PROSPECT AVE,,,,,,,,,,,
,,108XX S RACINE AVE,,,,,,,,,,,
,,108XX S RIDGEWAY AVE,,,,,,,,,,,
,,108XX S ROCKWELL ST,,,,,,,,,,,
,,108XX S SANGAMON ST,,,,,,,,,,,
,,108XX S ST LOUIS AVE,,,,,,,,,,,
,,108XX S STATE LINE RD,,,,,,,,,,,
,,108XX S STATE ST,,,,,,,,,,,
,,108XX S TALMAN AVE,,,,,,,,,,,
,,108XX S THROOP ST,,,,,,,,,,,
,,108XX S TORRENCE AVE,,,,,,,,,,,
,,108XX S TROY ST,,,,,,,,,,,
,,108XX S TRUMBULL AVE,,,,,,,,,,,
,,108XX S UNION AVE,,,,,,,,,,,
,,108XX S VERNON AVE,,,,,,,,,,,
,,108XX S VINCENNES AVE,,,,,,,,,,,
,,108XX S WABASH AVE,,,,,,,,,,,
,,108XX S WALLACE ST,,,,,,,,,,,
,,108XX S WENTWORTH AVE,,,,,,,,,,,
,,108XX S WESTERN AVE,,,,,,,,,,,
,,109XX S ABERDEEN ST,,,,,,,,,,,
,,109XX S ARTESIAN AVE,,,,,,,,,,,
,,109XX S ASHLAND AVE,,,,,,,,,,,
,,109XX S AVENUE C,,,,,,,,,,,
,,109XX S AVENUE F,,,,,,,,,,,
,,109XX S AVENUE G,,,,,,,,,,,
,,109XX S AVENUE H,,,,,,,,,,,
,,109XX S AVENUE L,,,,,,,,,,,
,,109XX S AVENUE M,,,,,,,,,,,
,,109XX S AVENUE N,,,,,,,,,,,
,,109XX S AVENUE O,,,,,,,,,,,
,,109XX S BUFFALO AVE,,,,,,,,,,,
,,109XX S CALIFORNIA AVE,,,,,,,,,,,
,,109XX S CAMPBELL AVE,,,,,,,,,,,
,,109XX S CENTRAL PARK AVE,,,,,,,,,,,
,,109XX S CHURCH ST,,,,,,,,,,,
,,109XX S DOTY AVE E,,,,,,,,,,,
,,109XX S DOTY AVE W,,,,,,,,,,,
,,109XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,109XX S DRAKE AVE,,,,,,,,,,,
,,109XX S EBERHART AVE,,,,,,,,,,,
,,109XX S EDBROOKE AVE,,,,,,,,,,,
,,109XX S EGGLESTON AVE,,,,,,,,,,,
,,109XX S EMERALD AVE,,,,,,,,,,,
,,109XX S ESMOND ST,,,,,,,,,,,
,,109XX S GREEN BAY AVE,,,,,,,,,,,
,,109XX S GREEN ST,,,,,,,,,,,
,,109XX S HALE AVE,,,,,,,,,,,
,,109XX S HALSTED ST,,,,,,,,,,,
,,109XX S HAMLIN AVE,,,,,,,,,,,
,,109XX S HERMOSA AVE,,,,,,,,,,,
,,109XX S HOMAN AVE,,,,,,,,,,,
,,109XX S HOXIE AVE,,,,,,,,,,,
,,109XX S HOYNE AVE,,,,,,,,,,,
,,109XX S INDIANA AVE,,,,,,,,,,,
,,109XX S LAWNDALE AVE,,,,,,,,,,,
,,109XX S LONGWOOD DR,,,,,,,,,,,
,,109XX S LOWE AVE,,,,,,,,,,,
,,109XX S MACKINAW AVE,,,,,,,,,,,
,,109XX S MICHIGAN AVE,,,,,,,,,,,
,,109XX S MILLARD AVE,,,,,,,,,,,
,,109XX S MORGAN ST,,,,,,,,,,,
,,109XX S NORMAL AVE,,,,,,,,,,,
,,109XX S PARNELL AVE,,,,,,,,,,,
,,109XX S PEORIA ST,,,,,,,,,,,
,,109XX S PERRY AVE,,,,,,,,,,,
,,109XX S PROSPECT AVE,,,,,,,,,,,
,,109XX S RACINE AVE,,,,,,,,,,,
,,109XX S SANGAMON ST,,,,,,,,,,,
,,109XX S SPRINGFIELD AVE,,,,,,,,,,,
,,109XX S ST LOUIS AVE,,,,,,,,,,,
,,109XX S STATE LINE RD,,,,,,,,,,,
,,109XX S STATE ST,,,,,,,,,,,
,,109XX S TALMAN AVE,,,,,,,,,,,
,,109XX S TORRENCE AVE,,,,,,,,,,,
,,109XX S TROY ST,,,,,,,,,,,
,,109XX S UNION AVE,,,,,,,,,,,
,,109XX S VERNON AVE,,,,,,,,,,,
,,109XX S VINCENNES AVE,,,,,,,,,,,
,,109XX S WABASH AVE,,,,,,,,,,,
,,109XX S WALLACE ST,,,,,,,,,,,
,,109XX S WENTWORTH AVE,,,,,,,,,,,
,,109XX S WESTERN AVE,,,,,,,,,,,
,,109XX S WHIPPLE ST,,,,,,,,,,,
,,109XX S WOOD ST,,,,,,,,,,,
,,110XX S ARTESIAN AVE,,,,,,,,,,,
,,110XX S ASHLAND AVE,,,,,,,,,,,
,,110XX S AVENUE B,,,,,,,,,,,
,,110XX S AVENUE C,,,,,,,,,,,
,,110XX S AVENUE D,,,,,,,,,,,
,,110XX S AVENUE F,,,,,,,,,,,
,,110XX S AVENUE G,,,,,,,,,,,
,,110XX S AVENUE J,,,,,,,,,,,
,,110XX S AVENUE L,,,,,,,,,,,
,,110XX S AVENUE M,,,,,,,,,,,
,,110XX S AVENUE N,,,,,,,,,,,
,,110XX S AVENUE O,,,,,,,,,,,
,,110XX S BELL AVE,,,,,,,,,,,
,,110XX S CENTRAL PARK AVE,,,,,,,,,,,
,,110XX S DOTY AVE E,,,,,,,,,,,
,,110XX S DOTY AVE W,,,,,,,,,,,
,,110XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,110XX S DRAKE AVE,,,,,,,,,,,
,,110XX S EBERHART AVE,,,,,,,,,,,
,,110XX S EDBROOKE AVE,,,,,,,,,,,
,,110XX S EMERALD AVE,,,,,,,,,,,
,,110XX S ESMOND ST,,,,,,,,,,,
,,110XX S EWING AVE,,,,,,,,,,,
,,110XX S FAIRFIELD AVE,,,,,,,,,,,
,,110XX S GREEN ST,,,,,,,,,,,
,,110XX S HALE AVE,,,,,,,,,,,
,,110XX S HALSTED ST,,,,,,,,,,,
,,110XX S HAMLIN AVE,,,,,,,,,,,
,,110XX S HOMEWOOD AVE,,,,,,,,,,,
,,110XX S HOYNE AVE,,,,,,,,,,,
,,110XX S INDIANA AVE,,,,,,,,,,,
,,110XX S KEDZIE AVE,,,,,,,,,,,
,,110XX S LAWNDALE AVE,,,,,,,,,,,
,,110XX S LONGWOOD DR,,,,,,,,,,,
,,110XX S LOWE AVE,,,,,,,,,,,
,,110XX S MICHIGAN AVE,,,,,,,,,,,
,,110XX S MORGAN ST,,,,,,,,,,,
,,110XX S NORMAL AVE,,,,,,,,,,,
,,110XX S PARNELL AVE,,,,,,,,,,,
,,110XX S PEORIA ST,,,,,,,,,,,
,,110XX S PERRY AVE,,,,,,,,,,,
,,110XX S PRINCETON AVE,,,,,,,,,,,
,,110XX S PROSPECT AVE,,,,,,,,,,,
,,110XX S PULASKI RD,,,,,,,,,,,
,,110XX S RACINE AVE,,,,,,,,,,,
,,110XX S RIDGEWAY AVE,,,,,,,,,,,
,,110XX S SANGAMON ST,,,,,,,,,,,
,,110XX S SAWYER AVE,,,,,,,,,,,
,,110XX S ST LOUIS AVE,,,,,,,,,,,
,,110XX S STATE ST,,,,,,,,,,,
,,110XX S TALMAN AVE,,,,,,,,,,,
,,110XX S THROOP ST,,,,,,,,,,,
,,110XX S TRUMBULL AVE,,,,,,,,,,,
,,110XX S UNION AVE,,,,,,,,,,,
,,110XX S VERNON AVE,,,,,,,,,,,
,,110XX S VINCENNES AVE,,,,,,,,,,,
,,110XX S WABASH AVE,,,,,,,,,,,
,,110XX S WALLACE ST,,,,,,,,,,,
,,110XX S WASHTENAW AVE,,,,,,,,,,,
,,110XX S WENTWORTH AVE,,,,,,,,,,,
,,110XX S WESTERN AVE,,,,,,,,,,,
,,111XX S ABERDEEN ST,,,,,,,,,,,
,,111XX S ALBANY AVE,,,,,,,,,,,
,,111XX S ARTESIAN AVE,,,,,,,,,,,
,,111XX S ASHLAND AVE,,,,,,,,,,,
,,111XX S AVENUE B,,,,,,,,,,,
,,111XX S AVENUE C,,,,,,,,,,,
,,111XX S AVENUE D,,,,,,,,,,,
,,111XX S AVENUE E,,,,,,,,,,,
,,111XX S AVENUE F,,,,,,,,,,,
,,111XX S AVENUE L,,,,,,,,,,,
,,111XX S AVENUE M,,,,,,,,,,,
,,111XX S AVENUE O,,,,,,,,,,,
,,111XX S BELL AVE,,,,,,,,,,,
,,111XX S BISHOP ST,,,,,,,,,,,
,,111XX S CAMPBELL AVE,,,,,,,,,,,
,,111XX S CHAMPLAIN AVE,,,,,,,,,,,
,,111XX S CHRISTIANA AVE,,,,,,,,,,,
,,111XX S CORLISS AVE,,,,,,,,,,,
,,111XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,111XX S DOTY AVE E,,,,,,,,,,,
,,111XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,111XX S EDBROOKE AVE,,,,,,,,,,,
,,111XX S EGGLESTON AVE,,,,,,,,,,,
,,111XX S EMERALD AVE,,,,,,,,,,,
,,111XX S ESMOND ST,,,,,,,,,,,
,,111XX S EWING AVE,,,,,,,,,,,
,,111XX S FAIRFIELD AVE,,,,,,,,,,,
,,111XX S GREEN BAY AVE,,,,,,,,,,,
,,111XX S GREEN ST,,,,,,,,,,,
,,111XX S HALSTED ST,,,,,,,,,,,
,,111XX S HERMOSA AVE,,,,,,,,,,,
,,111XX S HOMEWOOD AVE,,,,,,,,,,,
,,111XX S HOYNE AVE,,,,,,,,,,,
,,111XX S INDIANA AVE,,,,,,,,,,,
,,111XX S KEDZIE AVE,,,,,,,,,,,
,,111XX S LANGLEY AVE,,,,,,,,,,,
,,111XX S LONGWOOD DR,,,,,,,,,,,
,,111XX S LOTHAIR AVE,,,,,,,,,,,
,,111XX S MAPLEWOOD AVE,,,,,,,,,,,
,,111XX S MARSHFIELD AVE,,,,,,,,,,,
,,111XX S MICHIGAN AVE,,,,,,,,,,,
,,111XX S NORMAL AVE,,,,,,,,,,,
,,111XX S PARNELL AVE,,,,,,,,,,,
,,111XX S PEORIA ST,,,,,,,,,,,
,,111XX S PERRY AVE,,,,,,,,,,,
,,111XX S PRINCETON AVE,,,,,,,,,,,
,,111XX S RACINE AVE,,,,,,,,,,,
,,111XX S SANGAMON ST,,,,,,,,,,,
,,111XX S SAWYER AVE,,,,,,,,,,,
,,111XX S SPAULDING AVE,,,,,,,,,,,
,,111XX S ST LAWRENCE AVE,,,,,,,,,,,
,,111XX S ST LOUIS AVE,,,,,,,,,,,
,,111XX S STATE LINE RD,,,,,,,,,,,
,,111XX S STATE ST,,,,,,,,,,,
,,111XX S STEWART AVE,,,,,,,,,,,
,,111XX S THROOP ST,,,,,,,,,,,
,,111XX S TROY ST,,,,,,,,,,,
,,111XX S TRUMBULL AVE,,,,,,,,,,,
,,111XX S UNION AVE,,,,,,,,,,,
,,111XX S VERNON AVE,,,,,,,,,,,
,,111XX S VINCENNES AVE,,,,,,,,,,,
,,111XX S WALLACE ST,,,,,,,,,,,
,,111XX S WENTWORTH AVE,,,,,,,,,,,
,,111XX S WESTERN AVE,,,,,,,,,,,
,,112XX S ABERDEEN ST,,,,,,,,,,,
,,112XX S ADA ST,,,,,,,,,,,
,,112XX S AVENUE H,,,,,,,,,,,
,,112XX S AVENUE L,,,,,,,,,,,
,,112XX S AVENUE M,,,,,,,,,,,
,,112XX S AVENUE N,,,,,,,,,,,
,,112XX S AVENUE O,,,,,,,,,,,
,,112XX S BISHOP ST,,,,,,,,,,,
,,112XX S CENTRAL PARK AVE,,,,,,,,,,,
,,112XX S CHAMPLAIN AVE,,,,,,,,,,,
,,112XX S CHRISTIANA AVE,,,,,,,,,,,
,,112XX S CHURCH ST,,,,,,,,,,,
,,112XX S CORLISS AVE,,,,,,,,,,,
,,112XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,112XX S EDBROOKE AVE,,,,,,,,,,,
,,112XX S EGGLESTON AVE,,,,,,,,,,,
,,112XX S ELLIS AVE,,,,,,,,,,,
,,112XX S EMERALD AVE,,,,,,,,,,,
,,112XX S EWING AVE,,,,,,,,,,,
,,112XX S FAIRFIELD AVE,,,,,,,,,,,
,,112XX S FORRESTVILLE AVE,,,,,,,,,,,
,,112XX S GREEN BAY AVE,,,,,,,,,,,
,,112XX S GREEN ST,,,,,,,,,,,
,,112XX S HALE AVE,,,,,,,,,,,
,,112XX S HALSTED ST,,,,,,,,,,,
,,112XX S HAMLET AVE,,,,,,,,,,,
,,112XX S HERMOSA AVE,,,,,,,,,,,
,,112XX S HOMAN AVE,,,,,,,,,,,
,,112XX S HOMEWOOD AVE,,,,,,,,,,,
,,112XX S INDIANA AVE,,,,,,,,,,,
,,112XX S KEDZIE AVE,,,,,,,,,,,
,,112XX S LAFLIN ST,,,,,,,,,,,
,,112XX S LANGLEY AVE,,,,,,,,,,,
,,112XX S MACKINAW AVE,,,,,,,,,,,
,,112XX S MAY ST,,,,,,,,,,,
,,112XX S MICHIGAN AVE,,,,,,,,,,,
,,112XX S NORMAL AVE,,,,,,,,,,,
,,112XX S OAKLEY AVE,,,,,,,,,,,
,,112XX S PARNELL AVE,,,,,,,,,,,
,,112XX S PEORIA ST,,,,,,,,,,,
,,112XX S PRINCETON AVE,,,,,,,,,,,
,,112XX S RACINE AVE,,,,,,,,,,,
,,112XX S ROCKWELL ST,,,,,,,,,,,
,,112XX S SACRAMENTO AVE,,,,,,,,,,,
,,112XX S SPAULDING AVE,,,,,,,,,,,
,,112XX S ST LAWRENCE AVE,,,,,,,,,,,
,,112XX S STATE ST,,,,,,,,,,,
,,112XX S STEWART AVE,,,,,,,,,,,
,,112XX S TORRENCE AVE,,,,,,,,,,,
,,112XX S TROY ST,,,,,,,,,,,
,,112XX S TRUMBULL AVE,,,,,,,,,,,
,,112XX S VERNON AVE,,,,,,,,,,,
,,112XX S VINCENNES AVE,,,,,,,,,,,
,,112XX S WALLACE ST,,,,,,,,,,,
,,112XX S WASHTENAW AVE,,,,,,,,,,,
,,112XX S WENTWORTH AVE,,,,,,,,,,,
,,112XX S WHIPPLE ST,,,,,,,,,,,
,,113XX S ABERDEEN ST,,,,,,,,,,,
,,113XX S AVENUE G,,,,,,,,,,,
,,113XX S AVENUE H,,,,,,,,,,,
,,113XX S AVENUE J,,,,,,,,,,,
,,113XX S AVENUE L,,,,,,,,,,,
,,113XX S AVENUE M,,,,,,,,,,,
,,113XX S AVENUE N,,,,,,,,,,,
,,113XX S AVENUE O,,,,,,,,,,,
,,113XX S BELL AVE,,,,,,,,,,,
,,113XX S BISHOP ST,,,,,,,,,,,
,,113XX S CALUMET AVE,,,,,,,,,,,
,,113XX S CARPENTER ST,,,,,,,,,,,
,,113XX S CENTRAL PARK AVE,,,,,,,,,,,
,,113XX S CHAMPLAIN AVE,,,,,,,,,,,
,,113XX S CHURCH ST,,,,,,,,,,,
,,113XX S CORLISS AVE,,,,,,,,,,,
,,113XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,113XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,113XX S EDBROOKE AVE,,,,,,,,,,,
,,113XX S EGGLESTON AVE,,,,,,,,,,,
,,113XX S ELIZABETH ST,,,,,,,,,,,
,,113XX S EMERALD AVE,,,,,,,,,,,
,,113XX S FAIRFIELD AVE,,,,,,,,,,,
,,113XX S FOREST AVE,,,,,,,,,,,
,,113XX S FORRESTVILLE AVE,,,,,,,,,,,
,,113XX S FRONT AVE,,,,,,,,,,,
,,113XX S GREEN ST,,,,,,,,,,,
,,113XX S HALE AVE,,,,,,,,,,,
,,113XX S HALSTED ST,,,,,,,,,,,
,,113XX S HARVARD AVE,,,,,,,,,,,
,,113XX S HERMOSA AVE,,,,,,,,,,,
,,113XX S INDIANA AVE,,,,,,,,,,,
,,113XX S LAFLIN ST,,,,,,,,,,,
,,113XX S LANGLEY AVE,,,,,,,,,,,
,,113XX S LAWNDALE AVE,,,,,,,,,,,
,,113XX S LONGWOOD DR,,,,,,,,,,,
,,113XX S LOOMIS ST,,,,,,,,,,,
,,113XX S LOTHAIR AVE,,,,,,,,,,,
,,113XX S LOWE AVE,,,,,,,,,,,
,,113XX S MAY ST,,,,,,,,,,,
,,113XX S MICHIGAN AVE,,,,,,,,,,,
,,113XX S MILLARD AVE,,,,,,,,,,,
,,113XX S MORGAN ST,,,,,,,,,,,
,,113XX S NORMAL AVE,,,,,,,,,,,
,,113XX S PARNELL AVE,,,,,,,,,,,
,,113XX S PEORIA ST,,,,,,,,,,,
,,113XX S PERRY AVE,,,,,,,,,,,
,,113XX S PRAIRIE AVE,,,,,,,,,,,
,,113XX S PRINCETON AVE,,,,,,,,,,,
,,113XX S PULASKI RD,,,,,,,,,,,
,,113XX S RACINE AVE,,,,,,,,,,,
,,113XX S RIDGEWAY AVE,,,,,,,,,,,
,,113XX S SPAULDING AVE,,,,,,,,,,,
,,113XX S STATE ST,,,,,,,,,,,
,,113XX S STEWART AVE,,,,,,,,,,,
,,113XX S TALMAN AVE,,,,,,,,,,,
,,113XX S THROOP ST,,,,,,,,,,,
,,113XX S TRUMBULL AVE,,,,,,,,,,,
,,113XX S UNION AVE,,,,,,,,,,,
,,113XX S VINCENNES AVE,,,,,,,,,,,
,,113XX S WALLACE ST,,,,,,,,,,,
,,113XX S WASHTENAW AVE,,,,,,,,,,,
,,113XX S WENTWORTH AVE,,,,,,,,,,,
,,113XX S WESTERN AVE,,,,,,,,,,,
,,113XX S YALE AVE,,,,,,,,,,,
,,114XX S ABERDEEN ST,,,,,,,,,,,
,,114XX S ADA ST,,,,,,,,,,,
,,114XX S ARTESIAN AVE,,,,,,,,,,,
,,114XX S ASHLAND AVE,,,,,,,,,,,
,,114XX S AVENUE G,,,,,,,,,,,
,,114XX S AVENUE J,,,,,,,,,,,
,,114XX S AVENUE L,,,,,,,,,,,
,,114XX S AVENUE O,,,,,,,,,,,
,,114XX S BELL AVE,,,,,,,,,,,
,,114XX S BISHOP ST,,,,,,,,,,,
,,114XX S CALUMET AVE,,,,,,,,,,,
,,114XX S CARPENTER ST,,,,,,,,,,,
,,114XX S CENTRAL PARK AVE,,,,,,,,,,,
,,114XX S CHAMPLAIN AVE,,,,,,,,,,,
,,114XX S CHURCH ST,,,,,,,,,,,
,,114XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,114XX S DAVOL ST,,,,,,,,,,,
,,114XX S DOTY AVE W,,,,,,,,,,,
,,114XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,114XX S EDBROOKE AVE,,,,,,,,,,,
,,114XX S EGGLESTON AVE,,,,,,,,,,,
,,114XX S ELIZABETH ST,,,,,,,,,,,
,,114XX S EMERALD AVE,,,,,,,,,,,
,,114XX S EWING AVE,,,,,,,,,,,
,,114XX S FOREST AVE,,,,,,,,,,,
,,114XX S FORRESTVILLE AVE,,,,,,,,,,,
,,114XX S HALE AVE,,,,,,,,,,,
,,114XX S HALSTED ST,,,,,,,,,,,
,,114XX S HAMLIN AVE,,,,,,,,,,,
,,114XX S HARVARD AVE,,,,,,,,,,,
,,114XX S HERMOSA AVE,,,,,,,,,,,
,,114XX S HOMEWOOD AVE,,,,,,,,,,,
,,114XX S INDIANA AVE,,,,,,,,,,,
,,114XX S LAFLIN ST,,,,,,,,,,,
,,114XX S LONGWOOD DR,,,,,,,,,,,
,,114XX S LOOMIS ST,,,,,,,,,,,
,,114XX S LOTHAIR AVE,,,,,,,,,,,
,,114XX S LOWE AVE,,,,,,,,,,,
,,114XX S MAPLEWOOD AVE,,,,,,,,,,,
,,114XX S MARSHFIELD AVE,,,,,,,,,,,
,,114XX S MAY ST,,,,,,,,,,,
,,114XX S MICHIGAN AVE,,,,,,,,,,,
,,114XX S MORGAN ST,,,,,,,,,,,
,,114XX S NORMAL AVE,,,,,,,,,,,
,,114XX S OAKLEY AVE,,,,,,,,,,,
,,114XX S PERRY AVE,,,,,,,,,,,
,,114XX S PRAIRIE AVE,,,,,,,,,,,
,,114XX S PRINCETON AVE,,,,,,,,,,,
,,114XX S RACINE AVE,,,,,,,,,,,
,,114XX S ROCKWELL ST,,,,,,,,,,,
,,114XX S SPAULDING AVE,,,,,,,,,,,
,,114XX S ST LAWRENCE AVE,,,,,,,,,,,
,,114XX S ST LOUIS AVE,,,,,,,,,,,
,,114XX S STATE ST,,,,,,,,,,,
,,114XX S STEWART AVE,,,,,,,,,,,
,,114XX S TALMAN AVE,,,,,,,,,,,
,,114XX S THROOP ST,,,,,,,,,,,
,,114XX S UNION AVE,,,,,,,,,,,
,,114XX S VINCENNES AVE,,,,,,,,,,,
,,114XX S WALLACE ST,,,,,,,,,,,
,,114XX S WASHTENAW AVE,,,,,,,,,,,
,,114XX S WATKINS AVE,,,,,,,,,,,
,,114XX S WENTWORTH AVE,,,,,,,,,,,
,,114XX S WESTERN AVE,,,,,,,,,,,
,,114XX S YALE AVE,,,,,,,,,,,
,,115XX S ABERDEEN ST,,,,,,,,,,,
,,115XX S ADA ST,,,,,,,,,,,
,,115XX S ASHLAND AVE,,,,,,,,,,,
,,115XX S AVENUE G,,,,,,,,,,,
,,115XX S AVENUE H,,,,,,,,,,,
,,115XX S AVENUE J,,,,,,,,,,,
,,115XX S AVENUE L,,,,,,,,,,,
,,115XX S BELL AVE,,,,,,,,,,,
,,115XX S BISHOP ST,,,,,,,,,,,
,,115XX S CAMPBELL AVE,,,,,,,,,,,
,,115XX S CARPENTER ST,,,,,,,,,,,
,,115XX S CHURCH ST,,,,,,,,,,,
,,115XX S DOTY AVE E,,,,,,,,,,,
,,115XX S DOTY AVE W,,,,,,,,,,,
,,115XX S EGGLESTON AVE,,,,,,,,,,,
,,115XX S ELIZABETH ST,,,,,,,,,,,
,,115XX S EWING AVE,,,,,,,,,,,
,,115XX S FRONT AVE,,,,,,,,,,,
,,115XX S HALE AVE,,,,,,,,,,,
,,115XX S HALSTED ST,,,,,,,,,,,
,,115XX S HARVARD AVE,,,,,,,,,,,
,,115XX S HOMEWOOD AVE,,,,,,,,,,,
,,115XX S INDIANA AVE,,,,,,,,,,,
,,115XX S JUSTINE ST,,,,,,,,,,,
,,115XX S LA SALLE ST,,,,,,,,,,,
,,115XX S LAFAYETTE AVE,,,,,,,,,,,
,,115XX S LAFLIN ST,,,,,,,,,,,
,,115XX S LONGWOOD DR,,,,,,,,,,,
,,115XX S LOOMIS ST,,,,,,,,,,,
,,115XX S LOWE AVE,,,,,,,,,,,
,,115XX S MAPLEWOOD AVE,,,,,,,,,,,
,,115XX S MARSHFIELD AVE,,,,,,,,,,,
,,115XX S MAY ST,,,,,,,,,,,
,,115XX S MICHIGAN AVE,,,,,,,,,,,
,,115XX S MORGAN ST,,,,,,,,,,,
,,115XX S NORMAL AVE,,,,,,,,,,,
,,115XX S OAKLEY AVE,,,,,,,,,,,
,,115XX S PARNELL AVE,,,,,,,,,,,
,,115XX S PEORIA ST,,,,,,,,,,,
,,115XX S PERRY AVE,,,,,,,,,,,
,,115XX S PRAIRIE AVE,,,,,,,,,,,
,,115XX S PRINCETON AVE,,,,,,,,,,,
,,115XX S RACINE AVE,,,,,,,,,,,
,,115XX S SANGAMON ST,,,,,,,,,,,
,,115XX S ST LOUIS AVE,,,,,,,,,,,
,,115XX S STATE ST,,,,,,,,,,,
,,115XX S STEWART AVE,,,,,,,,,,,
,,115XX S THROOP ST,,,,,,,,,,,
,,115XX S TORRENCE AVE,,,,,,,,,,,
,,115XX S VINCENNES AVE,,,,,,,,,,,
,,115XX S WALLACE ST,,,,,,,,,,,
,,115XX S WATKINS AVE,,,,,,,,,,,
,,115XX S WENTWORTH AVE,,,,,,,,,,,
,,115XX S WESTERN AVE,,,,,,,,,,,
,,115XX S YALE AVE,,,,,,,,,,,
,,116XX S ABERDEEN ST,,,,,,,,,,,
,,116XX S ADA ST,,,,,,,,,,,
,,116XX S ARTESIAN AVE,,,,,,,,,,,
,,116XX S ASHLAND AVE,,,,,,,,,,,
,,116XX S AVENUE G,,,,,,,,,,,
,,116XX S AVENUE J,,,,,,,,,,,
,,116XX S AVENUE L,,,,,,,,,,,
,,116XX S AVENUE M,,,,,,,,,,,
,,116XX S AVENUE O,,,,,,,,,,,
,,116XX S BELL AVE,,,,,,,,,,,
,,116XX S BISHOP ST,,,,,,,,,,,
,,116XX S BURLEY AVE,,,,,,,,,,,
,,116XX S CAMPBELL AVE,,,,,,,,,,,
